id,title,type,description,release_year,age_certification,runtime,genres,contains_US,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts38809,The Get Down,SHOW,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",2016,TV-MA,62,"['drama', 'music']",US,['US'],2,tt4592410,8.2,22304,8.755,7.4
tm253083,Blue Jay,MOVIE,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",2016,,81,"['romance', 'drama']",US,['US'],,tt5912454,7.3,17033,8.648,7
tm316731,Bert Kreischer: The Machine,MOVIE,Storyteller Bert Kreischer expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.,2016,,70,['comedy'],US,['US'],,tt6545220,7.6,1513,2.851,7.8
tm244403,ARQ,MOVIE,Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.,2016,R,88,"['scifi', 'thriller', 'action']",US,['US'],,tt5640450,6.3,38463,17.371,6.1
ts79799,Dragons: Race to the Edge,SHOW,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",2015,TV-Y7,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",US,['US'],6,tt4816058,8.2,6161,58.201,8.2
tm139194,Ratchet & Clank,MOVIE,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",2016,PG,94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']",US,"['US', 'CA']",,tt2870834,5.5,10764,14.238,5.8
tm235227,Bill Hicks: Reflections,MOVIE,"Comedy Dynamics sits down with Bill Hicks’ brother, Steve, who tells old stories, squashes old rumors and reveals the brother and son behind the late comedian. Told amidst old and rare footage, it’s a must watch for any fan.",2015,,34,['documentation'],US,['US'],,,,,0.901,6.7
tm233317,Pee-wee's Big Holiday,MOVIE,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,2016,PG,90,"['comedy', 'family']",US,['US'],,tt0837156,6.1,7985,10.761,6.2
ts38568,Flaked,SHOW,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,TV-MA,32,"['drama', 'romance', 'comedy']",US,['US'],2,tt4973548,7.2,11264,13.564,6.9
ts42137,Voltron: Legendary Defender,SHOW,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,2016,TV-Y7,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",US,['US'],8,tt5580664,8.1,8706,38.016,7.4
ts35987,Transformers: Robots In Disguise,SHOW,"Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",2015,TV-Y7,21,"['scifi', 'animation', 'action', 'comedy']",US,['US'],5,tt3604232,6,1048,20.971,7.7
tm123789,The Young Messiah,MOVIE,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",2016,PG-13,120,"['drama', 'fantasy']",US,['US'],,tt1002563,5.6,3542,20.107,6.3
ts38770,Lady Dynamite,SHOW,"A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",2016,TV-MA,30,"['comedy', 'drama']",US,['US'],2,tt4789300,7.3,3655,6.874,7.4
ts42038,No Tomorrow,SHOW,"When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",US,['US'],1,tt1527428,7.3,5101,7.804,6.2
tm233533,White Girl,MOVIE,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",2016,,88,"['drama', 'horror', 'crime']",US,['US'],,tt4134536,5.7,10646,17.452,5.7
ts42119,Greenleaf,SHOW,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquity—greed, adultery, sibling rivalry and conflicting values—that threatens to tear apart the very core of their faith that holds them together.",2016,TV-MA,42,['drama'],US,['US'],5,tt4971144,7.3,5158,16.824,7.4
tm166321,Our Brand Is Crisis,MOVIE,"Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",2015,R,108,"['comedy', 'drama']",US,['US'],,tt1018765,6.1,22147,12.35,5.8
tm214825,The Ridiculous 6,MOVIE,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",2015,PG-13,119,"['western', 'action', 'comedy']",US,['US'],,tt2479478,4.8,47935,52.167,5.1
tm238661,Special Correspondents,MOVIE,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,2016,PG-13,100,['comedy'],US,"['US', 'CA', 'GB']",,tt4181052,5.8,23669,14.187,5.7
tm142881,Jem and the Holograms,MOVIE,"As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a one-in-a-million journey of discovering that some talents are too special to keep hidden. Four aspiring musicians will take the world by storm when they see that the key to creating your own destiny lies in finding your own voice.",2015,PG,119,"['fantasy', 'drama', 'family', 'music', 'romance', 'scifi']",US,['US'],,tt3614814,4.1,7804,11.088,5.5
tm243121,Mascots,MOVIE,Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.,2016,,89,['comedy'],US,['US'],,tt4936176,5.8,7381,6.767,5.4
tm239707,The Do-Over,MOVIE,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,2016,PG-13,108,"['action', 'comedy']",US,['US'],,tt4769836,5.7,45146,13.392,5.7
tm242736,Bo Burnham: Make Happy,MOVIE,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",2016,,60,"['comedy', 'music', 'documentation']",US,['US'],,tt5777636,8.4,14356,7.462,8.1
tm208903,For the Love of Spock,MOVIE,"The life of Star Trek's Mr. Spock — as well as that of Leonard Nimoy, the actor who played Mr. Spock for almost fifty years —written and directed by his son, Adam.",2016,,105,['documentation'],US,"['CA', 'US']",,tt4572820,7.6,4349,10.672,7.5
tm205437,Dream/Killer,MOVIE,"In 2005, 20-year-old Ryan Ferguson was convicted and sentenced to 40 years in prison for a crime he did not commit. dream/killer is the story of how his father Bill embarked on 10-year campaign to prove Ryan’s innocence. The film is chock-full of incredible characters. From the questionable District Attorney Kevin Crane, and the highly-confused witness Chuck Erickson, to the high-powered Chicago attorney Kathleen Zellner, the doc depicts both a highly flawed justice system, as well as one that can work brilliantly.",2015,,107,"['crime', 'documentation']",US,['US'],,tt4504438,7.4,1938,4.566,6.7
ts78325,Sinatra: All or Nothing at All,SHOW,"An up-close and personal examination of the life, music and career of the legendary entertainer. Told in his own words from hours of archived interviews, along with commentary from those closest to him, the documentary weaves the music and images from Sinatra’s life together with rarely seen footage of his famous 1971 “Retirement Concert” in Los Angeles. The film’s narrative is shaped by Sinatra’s song choices for that concert, which Gibney interprets as the singer’s personal guide through his own life.",2015,TV-14,122,"['documentation', 'music']",US,['US'],1,tt3838978,8,2354,5.024,7.3
tm247642,Amanda Knox,MOVIE,"This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy.",2016,,92,"['crime', 'documentation', 'european']",US,"['DK', 'US']",,tt5952332,6.9,23969,11.45,6.7
tm219276,Tallulah,MOVIE,"Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",2016,,111,"['drama', 'romance', 'comedy']",US,['US'],,tt1639084,6.7,20111,8.44,6.8
tm135543,By the Sea,MOVIE,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",2015,R,122,"['drama', 'european', 'romance']",US,"['US', 'FR']",,tt3707106,5.3,20541,9.388,5.6
tm233544,Marco Polo: One Hundred Eyes,MOVIE,Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.,2015,,28,"['action', 'history', 'drama']",US,['US'],,tt5248968,7.8,10742,9.676,7.2
ts11670,The Adventures of Puss in Boots,SHOW,"The world's greatest feline fighter, lover and milk connoisseur is back in this original series filled with daring adventures, great boots, and laugh-out-loud fun! The entire family will be entranced by Puss' fantastical CG world filled with new characters, exotic locations and mystical tales that make up the stuff of legends. There's nothing that can get in this celebrated swashbuckling kitty's way...except maybe a hairball.",2015,TV-Y7,23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",US,['US'],6,tt3807034,6.6,1696,14.724,6.9
ts42090,Last Chance U,SHOW,"In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,TV-MA,55,"['documentation', 'sport']",US,['US'],5,tt5863126,8.4,6789,16.641,7.3
tm138792,Results,MOVIE,"Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.",2015,R,105,"['comedy', 'romance']",US,['US'],,tt3824412,5.4,7073,7.885,5.1
tm244880,I Am the Pretty Thing That Lives in the House,MOVIE,A young nurse takes care of elderly author who lives in a haunted house.,2016,,89,"['thriller', 'drama', 'horror']",US,"['CA', 'US']",,tt5059406,4.6,14491,9.791,4.4
